ship_id,ship_type,route_id,month,distance,fuel_type,weather_conditions,engine_efficiency,emission_efficiency
NG006,2,Warri-Bonny,June,0.08836499676050746,0,Calm,0.9463356027232677,0.058535771648818624
NG006,2,Warri-Bonny,July,0.28839843668359555,0,Stormy,0.46696035242290757,0.5800373454036603
NG006,2,Warri-Bonny,August,0.20364913160699727,0,Moderate,0.7773327993592312,0.6660935703086155
NG006,2,Lagos-Apapa,September,0.28265094990281514,0,Stormy,0.6812174609531434,0.904131426263775
NG006,2,Escravos-Lagos,October,0.2621898969632369,0,Moderate,0.3728474169002798,0.9549905976999455
NG006,2,Port Harcourt-Lagos,November,0.030302840303467294,0,Calm,0.6251501802162593,0.2351509194613124
NG006,2,Lagos-Apapa,December,0.22872907392313,0,Calm,0.7308770524629558,0.8370106471184222
NG007,2,Warri-Bonny,January,0.09779087508098733,0,Calm,0.6463756507809371,0.6000667162309963
NG007,2,Escravos-Lagos,February,0.030302840303467294,0,Moderate,0.7432919503404078,0.7971588534695497
NG007,2,Lagos-Apapa,March,0.23986874830187885,0,Moderate,0.7372847416900279,0.7458941405705639
NG007,2,Escravos-Lagos,April,0.1918197588145547,0,Stormy,0.9463356027232677,0.13313105179874718
NG007,2,Port Harcourt-Lagos,May,0.12082262210796915,0,Stormy,0.43011613936724036,0.2136444071687249
NG007,2,Port Harcourt-Lagos,June,0.2654502894643342,0,Calm,0.6716059271125348,0.6844133997480464
NG007,2,Escravos-Lagos,July,0.06696344598407422,0,Stormy,0.4237084501401682,0.07658230498820284
NG007,2,Port Harcourt-Lagos,August,0.0546115743933789,0,Calm,0.1882258710452538,0.4750777967539772
NG007,2,Port Harcourt-Lagos,September,0.07252283319748365,0,Moderate,0.7164597517020423,0.45175232094367423
NG007,2,Escravos-Lagos,October,0.07664012372771542,0,Moderate,0.18141770124148993,0.6818961848819676
NG007,2,Port Harcourt-Lagos,November,0.14803435952097307,0,Stormy,0.10412494993992771,0.545119725866547
NG007,2,Warri-Bonny,December,0.03615691683909127,0,Moderate,0.36203444132959506,0.4893452225565129
NG008,3,Lagos-Apapa,January,0.6110518945806424,0,Calm,0.36043251902282725,0.3721545287124641
NG008,3,Lagos-Apapa,February,0.8238228102075364,0,Calm,0.9463356027232677,0.7230959312249166
NG008,3,Escravos-Lagos,March,0.6626747758480154,0,Moderate,0.9463356027232677,0.7235245048997481
NG008,3,Lagos-Apapa,April,0.5054444374777938,0,Moderate,0.052863436123347984,0.055106965069233786
NG008,3,Escravos-Lagos,May,0.8238228102075364,0,Stormy,0.7841409691629955,0.8649748087032423
NG008,3,Lagos-Apapa,June,0.12065542249252828,0,Calm,0.38245895074088887,0.19815780833122076
NG008,3,Port Harcourt-Lagos,July,0.08056931469057621,0,Stormy,0.43452142571085295,0.5827341447128482
NG008,3,Lagos-Apapa,August,0.7768094133383492,0,Moderate,0.23307969563476139,0.24993284475824673
NG008,3,Warri-Bonny,September,0.3117645829414592,0,Stormy,0.7937525030036041,0.07933586961811123
NG008,3,Escravos-Lagos,October,0.7322716157752835,0,Calm,0.08490188225870998,0.20005292826120513
NG008,3,Warri-Bonny,November,0.11846092753986667,1,Moderate,0.437725270324389,0.37302671441933644
NG008,3,Lagos-Apapa,December,0.8238228102075364,0,Calm,0.08530236283540216,0.09563116790825532
NG009,0,Escravos-Lagos,January,0.26538758960854386,1,Stormy,0.3400080096115339,0.3882809308109989
NG009,0,Lagos-Apapa,February,0.3692185507973331,0,Moderate,0.08610332398878606,0.14276757120689254
NG009,0,Port Harcourt-Lagos,March,0.20948021819549814,0,Moderate,0.8998798558269923,0.5786321986057761
NG009,0,Port Harcourt-Lagos,April,0.08424770623027567,0,Calm,0.6127352823388064,0.9067803836077335
NG009,0,Warri-Bonny,May,0.2942922231278867,1,Moderate,0.33600320384461346,0.3723437184489482
NG009,0,Lagos-Apapa,June,0.07944071728635024,1,Calm,0.16740088105726825,0.712173743088611
NG009,0,Escravos-Lagos,July,0.28382134721090135,0,Moderate,0.5947136563876652,0.3231509073216179
NG009,0,Port Harcourt-Lagos,August,0.3666269567579994,1,Stormy,0.7657188626351616,0.2757205344852087
NG009,0,Lagos-Apapa,September,0.10339206219825695,1,Stormy,0.08570284341209478,0.4683792202999184
NG009,0,Port Harcourt-Lagos,October,0.22739147699960285,0,Calm,0.4164997997597113,0.6820908129096575
NG009,0,Warri-Bonny,November,0.2704035780717704,0,Moderate,0.5110132158590304,0.5888540660213275
NG009,0,Escravos-Lagos,December,0.08424770623027567,1,Stormy,0.38886663996796145,0.09630636750172439
NG010,0,Port Harcourt-Lagos,January,0.14678036240516645,1,Moderate,0.5762915498598318,0.4764984993697894
NG010,0,Warri-Bonny,February,0.20080673814450226,0,Moderate,0.17100520624749693,0.5026995879064042
NG010,0,Warri-Bonny,March,0.3364683261228498,1,Stormy,0.5418502202643172,0.9000940915546822
NG010,0,Lagos-Apapa,April,0.1088469496520158,0,Calm,0.8406087304765717,0.055106965069233786
NG010,0,Warri-Bonny,May,0.2832570485087884,0,Moderate,0.052863436123347984,0.39109192229072054
NG010,0,Port Harcourt-Lagos,June,0.3674420548832737,1,Calm,0.08770524629555476,0.7760646510532858
NG010,0,Lagos-Apapa,July,0.30936108846949645,1,Calm,0.46375650780937105,0.5183346274306864
NG010,0,Warri-Bonny,August,0.07455012853470436,1,Calm,0.7749299158990786,0.7827323403500239
NG010,0,Escravos-Lagos,September,0.18410767655234392,0,Moderate,0.1369643572286745,0.5280526396761731
NG010,0,Lagos-Apapa,October,0.18277007962881683,0,Moderate,0.5694833800560675,0.9549905976999455
NG010,0,Warri-Bonny,November,0.12765690638911528,1,Stormy,0.6279535442531037,0.09764248706285628
NG010,0,Port Harcourt-Lagos,December,0.3075845925554371,0,Moderate,0.9058870644773727,0.6807756437558599
NG011,1,Warri-Bonny,January,0.030302840303467294,0,Moderate,0.6796155386463756,0.10425838171821855
NG011,1,Escravos-Lagos,February,0.030302840303467294,0,Stormy,0.41890268321986346,0.5014482260949551
NG011,1,Warri-Bonny,March,0.130060400861078,0,Calm,0.17180616740088084,0.8361394822182717
NG011,1,Port Harcourt-Lagos,April,0.07875101887265659,1,Stormy,0.9118942731277531,0.8251591039767527
NG011,1,Port Harcourt-Lagos,May,0.2553765126340209,0,Moderate,0.3576291549859829,0.343202496317919
NG011,1,Lagos-Apapa,June,0.030302840303467294,1,Calm,0.7593111734080895,0.10594162574632726
NG011,1,Lagos-Apapa,July,0.09605617907078814,0,Moderate,0.25670804965959126,0.29221696319807045
NG011,1,Warri-Bonny,August,0.07034923819675215,1,Calm,0.052863436123347984,0.1324990442623335
NG011,1,Warri-Bonny,September,0.11171024306644095,0,Stormy,0.43091710052062426,0.29016050250675196
NG011,1,Port Harcourt-Lagos,October,0.040984805734946804,1,Moderate,0.8626351621946333,0.6069322320715793
NG011,1,Lagos-Apapa,November,0.17353230087570798,1,Calm,0.6259511413696432,0.20236449258941125
NG011,1,Escravos-Lagos,December,0.039605408907559515,0,Moderate,0.052863436123347984,0.563114779769748
NG012,3,Lagos-Apapa,January,0.6632599745020585,0,Calm,0.07368842611133308,0.5762181746218005
NG012,3,Port Harcourt-Lagos,February,0.7204213430309109,1,Stormy,0.5522627152583097,0.1702117183792593
NG012,3,Warri-Bonny,March,0.8238228102075364,0,Calm,0.9371245494593508,0.9101332099367712
NG012,3,Port Harcourt-Lagos,April,0.5060505360837669,0,Stormy,0.06728073688426095,0.5210890214675956
NG012,3,Lagos-Apapa,May,0.666938366041758,1,Stormy,0.48217861433720444,0.12448183103763899
NG012,3,Port Harcourt-Lagos,June,0.640290927330867,1,Calm,0.43051661994393253,0.6629534504181374
NG012,3,Lagos-Apapa,July,0.4730077120822621,0,Moderate,0.8866639967961554,0.12817896628031633
NG012,3,Escravos-Lagos,August,0.24335904027420738,0,Stormy,0.052863436123347984,0.7595202617614625
NG012,3,Escravos-Lagos,September,0.8237716053253077,0,Calm,0.25190228273928694,0.14750604416781243
NG012,3,Lagos-Apapa,October,0.7024264844190857,1,Moderate,0.40929114937925526,0.1597620023470272
NG012,3,Escravos-Lagos,November,0.47831629987251023,0,Calm,0.5326391670004003,0.36459422265916874
NG012,3,Lagos-Apapa,December,0.6806905344117707,1,Calm,0.7717260712855425,0.7271463119702943
NG013,2,Warri-Bonny,January,0.3092147888059857,0,Stormy,0.8390068081698034,0.05822671721233874
NG013,2,Escravos-Lagos,February,0.03726461429138712,0,Stormy,0.9387264717661195,0.6424369365224374
NG013,2,Lagos-Apapa,March,0.14293477125002613,0,Calm,0.12214657589106936,0.17878137290107077
NG013,2,Port Harcourt-Lagos,April,0.17183940476936901,0,Moderate,0.9463356027232677,0.1504489814765
NG013,2,Lagos-Apapa,May,0.32921604280310146,0,Stormy,0.6792150580696834,0.8171507762015677
NG013,2,Port Harcourt-Lagos,June,0.054005475787405686,0,Moderate,0.6399679615538645,0.300156955493625
NG013,2,Lagos-Apapa,July,0.2325328651744101,0,Moderate,0.4937925510612735,0.2790306687368922
NG013,2,Port Harcourt-Lagos,August,0.055196773047421994,0,Moderate,0.47617140568682403,0.5477726322788099
NG013,2,Port Harcourt-Lagos,September,0.2428365414759546,0,Stormy,0.44453344012815377,0.38097521261889344
NG013,2,Port Harcourt-Lagos,October,0.30877588981545334,0,Stormy,0.5114136964357225,0.055106965069233786
NG013,2,Port Harcourt-Lagos,November,0.030302840303467294,0,Calm,0.9463356027232677,0.587123588121341
NG013,2,Escravos-Lagos,December,0.08700649988505027,0,Calm,0.7693231878253903,0.5678385248504565
NG014,1,Warri-Bonny,January,0.1369573849980145,0,Moderate,0.31958350020024007,0.10972040585818199
NG014,1,Warri-Bonny,February,0.051225782180700986,0,Stormy,0.31918301962354834,0.13948937252501636
NG014,1,Lagos-Apapa,March,0.06947144021568749,0,Calm,0.6792150580696834,0.09052672507476345
NG014,1,Lagos-Apapa,April,0.13129349802495455,1,Moderate,0.9407288746495794,0.07813885720537339
NG014,1,Port Harcourt-Lagos,May,0.23426756118460926,1,Calm,0.7761313576291546,0.9549905976999455
NG014,1,Port Harcourt-Lagos,June,0.03607331703137084,1,Stormy,0.9463356027232677,0.5553847195975452
NG014,1,Warri-Bonny,July,0.07526072690032815,0,Moderate,0.8770524629555463,0.055106965069233786
NG014,1,Lagos-Apapa,August,0.11754132965494177,1,Moderate,0.4601521826191428,0.055106965069233786
NG014,1,Warri-Bonny,September,0.11923422576128073,1,Calm,0.49138966760112135,0.9296483865079974
NG014,1,Port Harcourt-Lagos,October,0.10335026229439673,0,Stormy,0.3744493392070485,0.055106965069233786
NG014,1,Lagos-Apapa,November,0.1971283466048028,0,Calm,0.6844213055666795,0.6474661830565385
NG014,1,Warri-Bonny,December,0.19503835141179174,0,Calm,0.7424909891870239,0.9549905976999455
NG015,2,Lagos-Apapa,January,0.03975170857107029,0,Calm,0.14096916299559448,0.6087451164786479
NG015,2,Port Harcourt-Lagos,February,0.35260308901289517,0,Moderate,0.06327593111734098,0.2183409702786676
NG015,2,Escravos-Lagos,March,0.36771375425836517,0,Calm,0.07408890668802526,0.48292874595871904
NG015,2,Port Harcourt-Lagos,April,0.09292118628127158,0,Calm,0.5598718462154584,0.8332078583294917
NG015,2,Lagos-Apapa,May,0.10711225364181662,0,Moderate,0.09891870244293166,0.8015002372966222
NG015,2,Lagos-Apapa,June,0.17267540284657346,0,Moderate,0.43331998398077687,0.055106965069233786
NG015,2,Port Harcourt-Lagos,July,0.35922837377474026,0,Stormy,0.4373247897476973,0.577258045677028
NG015,2,Warri-Bonny,August,0.10865885008464479,0,Stormy,0.5810973167801357,0.15880489732825964
NG015,2,Escravos-Lagos,September,0.37277154262545187,0,Stormy,0.9351221465758908,0.5686902514755703
NG015,2,Port Harcourt-Lagos,October,0.3290697431395907,0,Moderate,0.35082098518221816,0.07747272006454686
NG015,2,Port Harcourt-Lagos,November,0.030302840303467294,0,Calm,0.35162194633560295,0.5946086712334386
NG015,2,Escravos-Lagos,December,0.19915564194202354,0,Moderate,0.5778934721665996,0.06821786884502057
NG016,3,Warri-Bonny,January,0.545760444750977,0,Calm,0.08970764917901475,0.9549905976999455
NG016,3,Port Harcourt-Lagos,February,0.8238228102075364,0,Stormy,0.25871045254305125,0.1499204158724039
NG016,3,Lagos-Apapa,March,0.15503584341756013,0,Moderate,0.7981577893472163,0.4071370875169311
NG016,3,Warri-Bonny,April,0.8238228102075364,1,Moderate,0.831798157789347,0.8386872342473506
NG016,3,Lagos-Apapa,May,0.45714464856730824,0,Stormy,0.6247496996395672,0.6367365792419637
NG016,3,Lagos-Apapa,June,0.16095052981378144,0,Stormy,0.9427312775330394,0.3958344812643393
NG016,3,Warri-Bonny,July,0.44523167596714525,0,Stormy,0.1509811774128953,0.1407655673211634
NG016,3,Lagos-Apapa,August,0.8238228102075364,1,Moderate,0.08570284341209478,0.8620698854784052
NG016,3,Lagos-Apapa,September,0.719668944761427,1,Stormy,0.8374048858630356,0.6018418804785055
NG016,3,Warri-Bonny,October,0.8238228102075364,0,Moderate,0.21105326391669976,0.055106965069233786
NG016,3,Warri-Bonny,November,0.7768303132902793,0,Moderate,0.19062875450540595,0.4775010041200707
NG016,3,Warri-Bonny,December,0.17242460342341212,0,Stormy,0.1389667601121345,0.35079257096647964
NG017,3,Lagos-Apapa,January,0.7532551675131146,1,Stormy,0.26031237484981995,0.539337671259819
NG017,3,Port Harcourt-Lagos,February,0.27318327167847506,1,Calm,0.10332398878654381,0.4735543912019615
NG017,3,Escravos-Lagos,March,0.7510815725123831,1,Calm,0.5302362835402481,0.40930425417385496
NG017,3,Port Harcourt-Lagos,April,0.45382155621042064,0,Stormy,0.3792551061273528,0.932529561542716
NG017,3,Escravos-Lagos,May,0.46529562982005135,0,Stormy,0.08930716860232257,0.9549905976999455
NG017,3,Warri-Bonny,June,0.4238092252387819,1,Stormy,0.1649979975971161,0.24083181528537967
NG017,3,Lagos-Apapa,July,0.46648692708006767,0,Calm,0.08810572687224605,0.36514112736198356
NG017,3,Port Harcourt-Lagos,August,0.7901017827658995,0,Stormy,0.8626351621946333,0.2246382380973495
NG017,3,Warri-Bonny,September,0.314565176500094,1,Stormy,0.053664397276731446,0.5833067502522615
NG017,3,Lagos-Apapa,October,0.6030681129433402,1,Stormy,0.8117741289547458,0.5790063046937215
NG017,3,Warri-Bonny,November,0.8238228102075364,1,Stormy,0.7957549058870641,0.2828146765083632
NG017,3,Lagos-Apapa,December,0.5332204735929106,0,Stormy,0.8674409291149376,0.49910984928414237
NG018,2,Port Harcourt-Lagos,January,0.041319204965828575,0,Calm,0.6607929515418505,0.7645656016607907
NG018,2,Port Harcourt-Lagos,February,0.030302840303467294,0,Stormy,0.3736483780536646,0.055106965069233786
NG018,2,Lagos-Apapa,March,0.10604635609338098,0,Moderate,0.6287545054064876,0.926095707885044
NG018,2,Escravos-Lagos,April,0.19528915083495305,0,Stormy,0.8730476571886263,0.6783099839907338
NG018,2,Lagos-Apapa,May,0.0902250924822873,0,Calm,0.5586704044853819,0.9319495954366595
NG018,2,Warri-Bonny,June,0.1256714109557548,0,Moderate,0.16539847817380826,0.8794036663217355
NG018,2,Escravos-Lagos,July,0.030302840303467294,0,Stormy,0.3736483780536646,0.5911805983006078
NG018,2,Lagos-Apapa,August,0.27174117499529743,0,Stormy,0.8766519823788546,0.10130933117185847
NG018,2,Escravos-Lagos,September,0.113612138692081,0,Calm,0.265518622346816,0.6050603937472152
NG018,2,Escravos-Lagos,October,0.11166844316258073,0,Stormy,0.052863436123347984,0.11568859607847681
NG018,2,Lagos-Apapa,November,0.316069973039062,0,Calm,0.05967160592711229,0.9091618050048966
NG018,2,Lagos-Apapa,December,0.18061738458001544,0,Calm,0.052863436123347984,0.6279350433582414
NG019,0,Port Harcourt-Lagos,January,0.35291658829184686,0,Calm,0.883860632759311,0.305573561965816
NG019,0,Port Harcourt-Lagos,February,0.08249211026814637,0,Calm,0.6119343211854225,0.1594206040892976
NG019,0,Escravos-Lagos,March,0.06407925261771899,0,Calm,0.5754905887064474,0.9549905976999455
NG019,0,Warri-Bonny,April,0.2172759002654294,0,Calm,0.5955146175410491,0.3315790606212756
NG019,0,Lagos-Apapa,May,0.07720442242982842,1,Stormy,0.7456948338005605,0.8259322178603039
NG019,0,Warri-Bonny,June,0.2224590883440968,0,Calm,0.3295955146175409,0.7849736921240762
NG019,0,Escravos-Lagos,July,0.16918511087424498,1,Moderate,0.8626351621946333,0.7560560628461843
NG019,0,Lagos-Apapa,August,0.15553744226388277,0,Stormy,0.15859030837004395,0.38086125468249143
NG019,0,Lagos-Apapa,September,0.2687315819173615,1,Stormy,0.33400080096115303,0.5645903902288856
NG019,0,Lagos-Apapa,October,0.3151921750579973,0,Stormy,0.15538646375650744,0.9549905976999455
NG019,0,Warri-Bonny,November,0.3285054444374777,0,Calm,0.5566680016019219,0.8593323232363623
NG019,0,Lagos-Apapa,December,0.30973728760423846,0,Stormy,0.20905086103323978,0.055106965069233786
NG020,1,Lagos-Apapa,January,0.16456622149769054,0,Moderate,0.39487384861834185,0.2593601104364742
NG020,1,Port Harcourt-Lagos,February,0.2714276757163458,0,Moderate,0.052863436123347984,0.2736963000267041
NG020,1,Lagos-Apapa,March,0.25337011724873026,0,Moderate,0.9030837004405288,0.2923976362552345
NG020,1,Lagos-Apapa,April,0.23911635003239493,0,Calm,0.6123348017621142,0.11490564693179994
NG020,1,Port Harcourt-Lagos,May,0.030302840303467294,1,Calm,0.9082899479375248,0.48473724293339515
NG020,1,Lagos-Apapa,June,0.2452818358517775,1,Stormy,0.34120945134160996,0.07119574329218015
NG020,1,Lagos-Apapa,July,0.206240725646331,0,Moderate,0.8622346816179416,0.16801454306928498
NG020,1,Warri-Bonny,August,0.2646351913390598,1,Calm,0.4609531437725267,0.7527156838345022
NG020,1,Escravos-Lagos,September,0.2641335924927372,1,Calm,0.40208249899879833,0.8630484600969819
NG020,1,Port Harcourt-Lagos,October,0.04986728530524379,0,Stormy,0.9407288746495794,0.6561405303714878
NG020,1,Port Harcourt-Lagos,November,0.16289422534328168,1,Calm,0.25790949138966734,0.4822157895932433
NG020,1,Lagos-Apapa,December,0.1397370786047192,1,Calm,0.3856627953544254,0.31491982855584144
NG021,2,Lagos-Apapa,January,0.12416661441678684,0,Moderate,0.4341209451341608,0.152924179882012
NG021,2,Port Harcourt-Lagos,February,0.14828515894413444,0,Moderate,0.8870644773728471,0.055106965069233786
NG021,2,Lagos-Apapa,March,0.13505548937237444,0,Stormy,0.5422507008410089,0.9518815590116878
NG021,2,Escravos-Lagos,April,0.060024661943277526,0,Stormy,0.4805766920304366,0.3988542537233677
NG021,2,Escravos-Lagos,May,0.27485526783288394,0,Calm,0.9463356027232677,0.33193111159326794
NG021,2,Port Harcourt-Lagos,June,0.26032980124145705,0,Moderate,0.648378053664397,0.055106965069233786
NG021,2,Port Harcourt-Lagos,July,0.2714067757644157,0,Calm,0.2683219863836599,0.47572483880850047
NG021,2,Warri-Bonny,August,0.3672539553159027,0,Moderate,0.3063676411694032,0.8203714235722295
NG021,2,Warri-Bonny,September,0.35262398896482533,0,Calm,0.19543452142571072,0.7469758760546723
NG021,2,Port Harcourt-Lagos,October,0.08184421175831297,0,Moderate,0.052863436123347984,0.9431586927718261
NG021,2,Port Harcourt-Lagos,November,0.121742219992894,0,Moderate,0.22026431718061668,0.759264047445555
NG021,2,Warri-Bonny,December,0.32817104520659596,0,Moderate,0.08730476571886214,0.8665845069821438
NG022,1,Escravos-Lagos,January,0.09407068363742765,0,Calm,0.052863436123347984,0.2073633270547548
NG022,1,Port Harcourt-Lagos,February,0.12719710744665286,0,Calm,0.052863436123347984,0.24778216571494127
NG022,1,Lagos-Apapa,March,0.19175705895876438,1,Stormy,0.9299158990788947,0.7587042335185359
NG022,1,Lagos-Apapa,April,0.26062240056847863,1,Moderate,0.10092110532639165,0.604474203518734
NG022,1,Port Harcourt-Lagos,May,0.17721069241540743,1,Calm,0.05726872246696013,0.055106965069233786
NG022,1,Lagos-Apapa,June,0.20561372708842768,1,Stormy,0.17661193432118516,0.1480823514060905
NG022,1,Port Harcourt-Lagos,July,0.2565051100382469,0,Calm,0.6355626752102519,0.0557987158865334
NG022,1,Port Harcourt-Lagos,August,0.2321775659915982,0,Stormy,0.8898678414096914,0.9549905976999455
NG022,1,Lagos-Apapa,September,0.08084101406566763,0,Calm,0.460552663195835,0.6594129583353388
NG022,1,Port Harcourt-Lagos,October,0.19232135766087735,0,Moderate,0.052863436123347984,0.3628731534983256
NG022,1,Escravos-Lagos,November,0.20841432064706247,0,Stormy,0.6848217861433721,0.33630180705059054
NG022,1,Warri-Bonny,December,0.0769954229105273,0,Stormy,0.7028434120945133,0.2307327724826962
NG023,1,Lagos-Apapa,January,0.07973331661337177,1,Moderate,0.30756908289947926,0.859185029285106
NG023,1,Warri-Bonny,February,0.14341547014441866,0,Calm,0.2787344813776529,0.7902213813330201
